duty, angle
10, 274.636353
10, 279.818176
10, 277.090912
10, 279.681824
10, 283.363647
10, 278.727264
10, 282.000000
10, 286.090912
10, 288.409088
10, 287.045441
10, 291.954559
10, 292.772736
10, 293.318176
10, 296.045441
10, 297.409088
10, 298.772736
10, 299.181824
10, 301.772736
10, 301.772736
10, 306.272736
10, 306.272736
10, 310.500000
10, 312.545441
10, 318.818176
10, 318.954559
10, 319.500000
10, 323.318176
10, 325.227264
10, 328.772736
10, 329.590912
10, 335.181824
10, 337.772736
10, 337.227264
10, 339.954559
10, 343.772736
10, 347.045441
10, 350.454559
10, 354.136353
10, 353.045441
10, 357.409088
10, 359.318176
10, 46.909092
10, 50.863636
10, 53.318180
10, 53.318180
10, 59.045456
10, 60.954544
10, 62.045456
10, 67.090912
10, 66.000000
10, 71.454544
10, 77.318184
10, 75.545456
10, 75.681816
10, 77.863640
10, 79.500000
10, 82.772728
10, 84.681816
10, 86.318184
10, 87.954544
10, 94.772728
10, 92.318184
10, 96.409088
10, 100.227272
10, 98.318184
10, 105.409088
10, 106.636360
10, 107.045456
10, 111.409088
10, 110.727272
10, 110.863640
10, 115.636360
10, 117.545456
10, 119.181816
10, 115.636360
10, 123.000000
10, 120.818184
10, 125.590912
10, 129.545456
10, 128.045456
10, 131.863632
10, 133.909088
10, 136.363632
10, 135.409088
10, 136.500000
10, 136.363632
10, 141.681824
10, 141.818176
10, 140.727280
10, 142.500000
10, 143.454544
10, 145.363632
10, 144.545456
10, 147.409088
10, 151.227280
10, 148.909088
10, 150.545456
10, 153.000000
10, 152.318176
10, 152.045456
10, 157.772720
10, 158.181824
10, 156.545456
10, 159.409088
10, 161.318176
10, 164.045456
10, 167.045456
10, 166.363632
10, 170.045456
10, 167.045456
10, 173.863632
10, 169.636368
10, 171.000000
10, 172.772720
10, 178.090912
10, 174.954544
10, 176.454544
10, 179.863632
10, 178.909088
10, 182.045456
10, 187.500000
10, 187.363632
10, 190.500000
10, 197.454544
10, 202.909088
10, 200.181824
10, 204.409088
10, 210.000000
10, 211.636368
10, 210.000000
10, 213.545456
10, 220.363632
10, 218.045456
10, 225.409088
10, 229.636368
10, 231.545456
10, 233.045456
10, 236.318176
10, 237.818176
10, 240.136368
10, 243.136368
10, 243.681824
10, 248.045456
10, 249.409088
10, 248.045456
10, 252.818176
10, 252.818176
10, 253.772720
10, 256.363647
10, 255.954544
10, 255.000000
10, 262.227264
10, 261.272736
10, 263.318176
10, 262.227264
10, 264.818176
10, 263.318176
10, 266.454559
10, 266.863647
10, 272.181824
10, 271.500000
10, 272.727264
10, 273.409088
10, 278.454559
10, 275.318176
10, 279.818176
20, 281.181824
20, 280.772736
20, 282.136353
20, 292.500000
20, 294.272736
20, 295.636353
20, 298.500000
20, 306.954559
20, 310.500000
20, 314.590912
20, 319.500000
20, 323.590912
20, 330.409088
20, 334.772736
20, 339.545441
20, 353.318176
20, 355.227264
20, 358.909088
20, 47.181820
20, 54.818180
20, 58.500000
20, 67.772728
20, 73.227272
20, 74.727272
20, 83.045456
20, 90.272728
20, 86.727272
20, 93.818184
20, 102.000000
20, 103.090912
20, 101.454544
20, 112.636360
20, 112.772728
20, 117.409088
20, 124.500000
20, 124.363640
20, 124.363640
20, 131.454544
20, 131.863632
20, 133.363632
20, 137.727280
20, 142.772720
20, 142.227280
20, 144.954544
20, 149.454544
20, 150.136368
20, 150.681824
20, 155.318176
20, 155.863632
20, 157.636368
20, 162.681824
20, 166.500000
20, 168.272720
20, 174.136368
20, 174.136368
20, 182.590912
20, 190.227280
20, 197.318176
20, 203.045456
20, 206.318176
20, 216.000000
20, 217.090912
20, 226.363632
20, 230.863632
20, 237.954544
20, 241.636368
20, 236.318176
20, 244.227280
20, 251.454544
20, 254.318176
20, 251.727280
20, 259.227264
20, 259.227264
20, 263.590912
20, 261.954559
20, 267.272736
20, 266.727264
20, 273.954559
20, 278.863647
20, 279.681824
20, 280.772736
20, 283.363647
20, 288.136353
20, 287.318176
20, 292.227264
20, 297.545441
20, 300.681824
20, 304.772736
20, 310.500000
20, 313.909088
20, 317.454559
20, 323.590912
20, 328.500000
20, 333.272736
20, 336.954559
20, 342.272736
20, 351.818176
20, 355.636353
20, 42.818180
20, 47.590908
20, 55.772728
20, 60.409092
20, 65.590912
20, 69.545456
20, 78.000000
20, 84.954544
20, 89.727272
20, 89.863640
20, 98.727272
20, 98.590912
20, 108.409088
20, 109.363640
20, 116.590912
20, 120.545456
20, 121.363640
20, 126.136360
20, 128.318176
20, 133.909088
20, 137.454544
20, 137.045456
20, 142.227280
20, 144.000000
20, 149.181824
20, 152.045456
20, 151.363632
20, 154.090912
20, 156.000000
20, 157.909088
20, 165.136368
20, 165.409088
20, 165.409088
20, 173.727280
20, 172.772720
20, 178.909088
20, 184.227280
20, 188.863632
20, 191.454544
20, 198.409088
20, 205.090912
20, 208.363632
20, 218.318176
20, 227.318176
20, 233.045456
20, 234.136368
20, 241.636368
20, 242.318176
20, 249.136368
20, 253.363632
20, 257.318176
20, 256.363647
20, 261.136353
20, 262.772736
20, 263.590912
20, 268.909088
20, 267.681824
20, 270.272736
20, 276.000000
20, 280.090912
20, 279.409088
20, 281.454559
20, 281.727264
20, 288.954559
20, 291.409088
20, 294.818176
20, 298.772736
20, 301.090912
20, 304.772736
20, 312.545441
20, 315.000000
20, 318.954559
20, 326.045441
20, 331.636353
20, 342.272736
20, 343.090912
20, 348.409088
20, 354.136353
20, 360.000000
20, 48.818180
20, 56.727272
20, 63.409092
20, 68.045456
20, 71.181816
20, 77.318184
20, 80.727272
20, 86.727272
20, 88.363640
20, 96.000000
20, 96.000000
20, 103.909088
20, 105.954544
20, 107.045456
20, 114.136360
20, 114.818184
20, 117.136360
20, 129.681824
20, 121.227272
20, 127.909088
20, 132.954544
20, 135.136368
20, 139.227280
20, 140.727280
20, 142.772720
20, 145.909088
20, 148.909088
20, 151.909088
20, 157.227280
20, 156.000000
20, 162.409088
20, 160.090912
20, 168.409088
20, 170.045456
20, 171.954544
20, 179.181824
20, 184.363632
20, 188.863632
20, 193.363632
20, 200.454544
20, 213.272720
20, 207.545456
20, 216.818176
20, 214.363632
20, 224.318176
20, 234.818176
20, 237.954544
20, 243.681824
20, 243.409088
20, 252.272720
20, 251.454544
20, 258.136353
20, 262.090912
20, 262.363647
20, 262.090912
20, 266.454559
20, 268.090912
20, 270.545441
20, 271.772736
20, 277.090912
20, 279.681824
20, 285.136353
20, 288.000000
20, 289.227264
20, 292.227264
20, 297.409088
20, 300.545441
20, 306.272736
20, 311.181824
20, 317.454559
20, 322.636353
20, 324.545441
20, 330.409088
20, 339.545441
20, 341.454559
20, 351.681824
20, 355.090912
20, 360.000000
20, 46.909092
20, 54.000000
20, 59.863636
20, 67.636360
20, 72.409088
20, 77.727272
20, 82.772728
20, 87.545456
20, 91.909088
20, 100.909088
20, 99.681816
20, 103.363640
20, 110.181816
20, 115.636360
20, 120.409088
20, 121.227272
20, 126.136360
20, 132.954544
20, 130.500000
20, 134.454544
20, 137.863632
20, 143.318176
20, 143.727280
20, 145.363632
20, 149.727280
20, 153.818176
20, 150.000000
20, 153.000000
20, 159.409088
20, 161.727280
20, 165.409088
20, 167.045456
20, 170.454544
20, 173.863632
20, 180.136368
20, 183.954544
20, 188.863632
20, 192.545456
20, 200.863632
20, 204.545456
20, 211.636368
20, 216.000000
20, 220.636368
20, 234.818176
20, 232.090912
20, 238.909088
20, 243.681824
20, 249.409088
20, 251.727280
20, 255.000000
20, 257.318176
20, 256.636353
20, 260.181824
20, 261.681824
20, 265.227264
20, 268.909088
20, 272.727264
20, 275.318176
20, 276.000000
20, 277.909088
20, 284.590912
20, 282.818176
20, 286.363647
20, 291.954559
20, 294.545441
20, 301.772736
20, 306.681824
20, 310.500000
20, 316.500000
20, 317.590912
20, 325.227264
20, 328.636353
20, 331.363647
20, 343.772736
20, 346.090912
20, 350.318176
20, 356.181824
20, 49.636364
20, 49.636364
20, 50.181820
20, 60.409092
20, 64.909088
20, 72.000000
20, 77.863640
20, 80.045456
20, 84.818184
20, 89.727272
20, 98.863640
20, 96.409088
20, 104.454544
20, 103.909088
20, 108.954544
20, 113.045456
20, 117.000000
20, 122.454544
20, 127.636360
20, 126.954544
20, 133.090912
20, 136.363632
20, 137.454544
20, 137.181824
20, 145.636368
20, 143.863632
20, 142.772720
20, 150.681824
20, 155.045456
20, 151.363632
20, 158.454544
20, 160.090912
20, 163.090912
20, 166.363632
20, 174.136368
20, 173.045456
20, 177.545456
20, 175.500000
20, 178.772720
20, 187.090912
20, 196.363632
20, 198.681824
20, 206.590912
20, 214.363632
20, 218.863632
20, 224.181824
20, 230.454544
20, 233.863632
20, 239.863632
20, 246.409088
20, 248.454544
20, 251.181824
20, 258.954559
20, 255.545456
20, 258.409088
20, 265.227264
20, 267.272736
20, 270.272736
20, 273.681824
20, 276.000000
20, 273.681824
20, 280.636353
20, 285.545441
20, 286.636353
20, 289.227264
20, 293.181824
20, 297.272736
20, 301.227264
20, 303.954559
20, 312.818176
20, 315.954559
20, 318.818176
20, 326.181824
20, 330.818176
20, 335.181824
20, 340.227264
20, 346.500000
20, 354.545441
20, 360.000000
20, 50.454544
20, 57.272728
20, 61.227272
20, 69.272728
20, 72.409088
20, 76.090912
20, 81.545456
20, 89.727272
20, 93.818184
20, 94.090912
20, 97.227272
20, 103.500000
20, 103.772728
20, 110.590912
20, 110.863640
20, 114.000000
20, 121.772728
20, 124.227272
20, 124.500000
20, 124.363640
20, 132.954544
20, 131.454544
20, 136.090912
20, 136.090912
20, 142.090912
20, 144.272720
20, 144.954544
20, 151.909088
20, 152.727280
20, 154.500000
20, 157.636368
20, 159.136368
20, 165.000000
20, 164.727280
20, 166.363632
20, 174.136368
20, 177.545456
20, 179.045456
20, 187.500000
20, 194.590912
20, 199.227280
20, 205.909088
20, 211.500000
20, 219.409088
20, 224.181824
20, 228.681824
20, 234.409088
20, 238.909088
20, 244.090912
20, 245.045456
20, 249.272720
20, 250.090912
20, 253.772720
20, 260.181824
20, 261.272736
20, 264.681824
20, 266.727264
20, 268.090912
20, 271.500000
20, 274.772736
20, 280.363647
20, 279.409088
20, 282.545441
20, 285.136353
20, 290.863647
20, 296.590912
20, 294.818176
20, 302.181824
20, 305.863647
20, 312.818176
20, 319.500000
20, 321.954559
20, 322.500000
20, 323.318176
20, 334.772736
20, 340.500000
20, 342.545441
20, 350.181824
20, 358.909088
20, 46.772728
20, 52.363636
20, 57.136364
20, 61.363636
20, 70.636360
20, 76.500000
20, 77.727272
20, 84.136360
20, 89.863640
30, 99.000000
30, 103.909088
30, 107.181816
30, 117.409088
30, 122.863640
30, 123.272728
30, 131.181824
30, 136.363632
30, 143.590912
30, 142.500000
30, 148.909088
30, 150.000000
30, 154.909088
30, 159.954544
30, 165.409088
30, 170.045456
30, 175.500000
30, 182.181824
30, 183.136368
30, 194.454544
30, 201.136368
30, 211.363632
30, 219.409088
30, 231.000000
30, 236.181824
30, 245.181824
30, 249.545456
30, 255.409088
30, 258.409088
30, 266.181824
30, 266.454559
30, 270.272736
30, 271.227264
30, 276.000000
30, 277.090912
30, 284.863647
30, 288.818176
30, 294.409088
30, 300.000000
30, 307.772736
30, 313.772736
30, 319.363647
30, 326.590912
30, 334.772736
30, 344.590912
30, 352.363647
30, 360.000000
30, 48.136364
30, 58.090908
30, 64.227272
30, 72.272728
30, 79.363640
30, 88.636360
30, 91.772728
30, 101.454544
30, 110.318184
30, 116.318184
30, 119.181816
30, 126.136360
30, 135.000000
30, 134.454544
30, 139.772720
30, 144.954544
30, 147.136368
30, 155.727280
30, 157.772720
30, 159.136368
30, 160.636368
30, 169.363632
30, 170.454544
30, 175.772720
30, 183.409088
30, 192.136368
30, 203.590912
30, 211.500000
30, 222.409088
30, 228.136368
30, 235.500000
30, 241.909088
30, 247.363632
30, 251.454544
30, 258.954559
30, 261.954559
30, 271.363647
30, 267.681824
30, 273.136353
30, 276.818176
30, 283.363647
30, 288.136353
30, 287.727264
30, 297.272736
30, 298.772736
30, 308.318176
30, 313.909088
30, 322.090912
30, 329.727264
30, 337.772736
30, 347.181824
30, 356.590912
30, 49.636364
30, 58.090908
30, 65.454544
30, 72.000000
30, 79.636360
30, 85.500000
30, 95.318184
30, 101.454544
30, 105.545456
30, 110.727272
30, 117.409088
30, 122.454544
30, 121.636360
30, 131.181824
30, 135.681824
30, 136.500000
30, 138.818176
30, 144.681824
30, 148.500000
30, 150.000000
30, 159.136368
30, 159.681824
30, 165.409088
30, 172.090912
30, 180.681824
30, 184.227280
30, 191.318176
30, 200.863632
30, 208.090912
30, 220.363632
30, 227.318176
30, 235.090912
30, 239.045456
30, 242.727280
30, 250.090912
30, 255.409088
30, 260.181824
30, 259.500000
30, 265.227264
30, 269.454559
30, 273.136353
30, 276.000000
30, 281.181824
30, 283.500000
30, 291.409088
30, 294.136353
30, 300.272736
30, 306.272736
30, 317.454559
30, 323.045441
30, 326.590912
30, 335.727264
30, 340.636353
30, 349.772736
30, 357.954559
30, 51.409092
30, 58.772728
30, 62.454544
30, 72.818184
30, 80.863640
30, 87.818184
30, 94.363640
30, 102.000000
30, 109.090912
30, 117.545456
30, 121.636360
30, 129.545456
30, 133.363632
30, 135.136368
30, 139.227280
30, 142.500000
30, 148.909088
30, 150.000000
30, 153.681824
30, 160.636368
30, 162.681824
30, 164.045456
30, 169.772720
30, 172.090912
30, 180.272720
30, 188.863632
30, 200.863632
30, 205.636368
30, 218.045456
30, 227.727280
30, 234.818176
30, 238.363632
30, 250.500000
30, 251.454544
30, 253.772720
30, 258.818176
30, 264.954559
30, 270.136353
30, 268.500000
30, 272.181824
30, 276.818176
30, 282.818176
30, 288.136353
30, 288.272736
30, 293.045441
30, 301.227264
30, 306.954559
30, 312.818176
30, 321.954559
30, 327.545441
30, 338.863647
30, 341.318176
30, 353.045441
30, 360.000000
30, 55.772728
30, 63.681820
30, 67.909088
30, 74.727272
30, 86.318184
30, 92.727272
30, 96.000000
30, 104.181816
30, 110.045456
30, 109.500000
30, 107.318184
30, 115.363640
30, 123.272728
30, 130.227280
30, 138.000000
30, 138.272720
30, 141.136368
30, 145.500000
30, 150.000000
30, 154.636368
30, 154.500000
30, 164.727280
30, 168.409088
30, 170.181824
30, 176.045456
30, 183.272720
30, 187.500000
30, 199.090912
30, 204.681824
30, 214.909088
30, 224.045456
30, 231.272720
30, 240.818176
30, 243.681824
30, 248.181824
30, 254.590912
30, 259.772736
30, 262.772736
30, 270.272736
30, 272.727264
30, 273.954559
